거래일,거래시간,지역,연료원,전력거래량(MWh)
2025-04-18,3,인천시,태양광,0
2025-04-18,4,인천시,태양광,0
2025-04-18,5,인천시,태양광,0
2025-04-18,6,인천시,태양광,2.40E-05
2025-04-18,7,인천시,태양광,0.091528
2025-04-18,8,인천시,태양광,0.843715
2025-04-18,9,인천시,태양광,4.708177
2025-04-18,10,인천시,태양광,12.543593
2025-04-18,11,인천시,태양광,17.258081
2025-04-18,12,인천시,태양광,28.05522
2025-04-18,13,인천시,태양광,32.575232
2025-04-18,14,인천시,태양광,36.339273
2025-04-18,15,인천시,태양광,33.810281
2025-04-18,16,인천시,태양광,28.713858
2025-04-18,17,인천시,태양광,20.782807
2025-04-18,18,인천시,태양광,15.104648
2025-04-18,19,인천시,태양광,8.646696
2025-04-18,20,인천시,태양광,4.864666
2025-04-18,21,인천시,태양광,1.435459
2025-04-18,22,인천시,태양광,0.30532
2025-04-18,23,인천시,태양광,0
2025-04-18,24,인천시,태양광,0
2025-04-18,1,전라남도,태양광,0.606011
2025-04-18,2,전라남도,태양광,0.152304
2025-04-18,3,전라남도,태양광,0.127056
2025-04-18,4,전라남도,태양광,0.137176
2025-04-18,5,전라남도,태양광,0.030408
2025-04-18,6,전라남도,태양광,0.095817
2025-04-18,7,전라남도,태양광,63.748158
2025-04-18,8,전라남도,태양광,381.046779
2025-04-18,9,전라남도,태양광,872.334572
2025-04-18,10,전라남도,태양광,1374.002923
2025-04-18,11,전라남도,태양광,1326.537437
2025-04-18,12,전라남도,태양광,1424.880689
2025-04-18,13,전라남도,태양광,1434.952907
2025-04-18,14,전라남도,태양광,1484.74063
2025-04-18,15,전라남도,태양광,1536.434386
2025-04-18,16,전라남도,태양광,1290.799794
2025-04-18,17,전라남도,태양광,998.972988
2025-04-18,18,전라남도,태양광,839.08463
2025-04-18,19,전라남도,태양광,583.003624
2025-04-18,20,전라남도,태양광,481.873756
2025-04-18,21,전라남도,태양광,355.945967
2025-04-18,22,전라남도,태양광,116.176818
2025-04-18,23,전라남도,태양광,15.046941
2025-04-18,24,전라남도,태양광,3.225764
2025-04-18,1,전라북도,태양광,0.270844
2025-04-18,2,전라북도,태양광,0.437536
2025-04-18,3,전라북도,태양광,0.47624
2025-04-18,4,전라북도,태양광,0.4752
2025-04-18,5,전라북도,태양광,0.0792
2025-04-18,6,전라북도,태양광,0.056519
2025-04-18,7,전라북도,태양광,18.619171
2025-04-18,8,전라북도,태양광,107.813144
2025-04-18,9,전라북도,태양광,245.188208
2025-04-18,10,전라북도,태양광,382.925841
2025-04-18,11,전라북도,태양광,452.046678
2025-04-18,12,전라북도,태양광,516.842735
2025-04-18,13,전라북도,태양광,549.353984
2025-04-18,14,전라북도,태양광,552.469286
2025-04-18,15,전라북도,태양광,513.103814
2025-04-18,16,전라북도,태양광,417.522424
2025-04-18,17,전라북도,태양광,288.156528
2025-04-18,18,전라북도,태양광,166.230491
2025-04-18,19,전라북도,태양광,84.502916
2025-04-18,20,전라북도,태양광,64.811199
2025-04-18,21,전라북도,태양광,49.683401
2025-04-18,22,전라북도,태양광,25.849338
2025-04-18,23,전라북도,태양광,10.618725
2025-04-18,24,전라북도,태양광,2.129153
2025-04-18,1,제주도,태양광,0.000344
2025-04-18,2,제주도,태양광,0.000312
2025-04-18,3,제주도,태양광,0.00036
2025-04-18,4,제주도,태양광,0.000368
2025-04-18,5,제주도,태양광,0.00036
2025-04-18,6,제주도,태양광,0.010525
2025-04-18,7,제주도,태양광,7.571545
2025-04-18,8,제주도,태양광,45.156803
2025-04-18,9,제주도,태양광,102.829017
2025-04-18,10,제주도,태양광,158.453021
2025-04-18,11,제주도,태양광,197.09623
2025-04-18,12,제주도,태양광,225.291463
2025-04-18,13,제주도,태양광,233.992733
2025-04-18,14,제주도,태양광,228.022121
2025-04-18,15,제주도,태양광,200.210139
2025-04-18,16,제주도,태양광,161.336418
2025-04-18,17,제주도,태양광,110.537198
2025-04-18,18,제주도,태양광,50.092689
2025-04-18,19,제주도,태양광,13.245477
2025-04-18,20,제주도,태양광,1.689821
2025-04-18,21,제주도,태양광,0.90468
2025-04-18,22,제주도,태양광,0.633744
2025-04-18,23,제주도,태양광,0.044808
2025-04-18,24,제주도,태양광,0.003872
2025-04-18,1,충청남도,태양광,0.70308
2025-04-18,2,충청남도,태양광,0.3238
2025-04-18,3,충청남도,태양광,0.01432
2025-04-18,4,충청남도,태양광,0
2025-04-18,5,충청남도,태양광,0
2025-04-18,6,충청남도,태양광,0.00401
2025-04-18,7,충청남도,태양광,25.781327
2025-04-18,8,충청남도,태양광,150.211795
2025-04-18,9,충청남도,태양광,311.612842
2025-04-18,10,충청남도,태양광,566.599874
2025-04-18,11,충청남도,태양광,808.357814
2025-04-18,12,충청남도,태양광,909.937015
2025-04-18,13,충청남도,태양광,970.740816
2025-04-18,14,충청남도,태양광,1027.771418
2025-04-18,15,충청남도,태양광,956.980631
2025-04-18,16,충청남도,태양광,743.817586
2025-04-18,17,충청남도,태양광,496.721229
2025-04-18,18,충청남도,태양광,350.23568
2025-04-18,19,충청남도,태양광,174.867302
2025-04-18,20,충청남도,태양광,116.049397
2025-04-18,21,충청남도,태양광,68.603237
2025-04-18,22,충청남도,태양광,30.764225
2025-04-18,23,충청남도,태양광,9.264688
2025-04-18,24,충청남도,태양광,2.437588
2025-04-18,1,충청북도,태양광,0.53052
2025-04-18,2,충청북도,태양광,0.224
2025-04-18,3,충청북도,태양광,0.2508
2025-04-18,4,충청북도,태양광,0.2502
2025-04-18,5,충청북도,태양광,0.19492
2025-04-18,6,충청북도,태양광,0.013346
2025-04-18,7,충청북도,태양광,10.746726
2025-04-18,8,충청북도,태양광,44.574667
2025-04-18,9,충청북도,태양광,96.702254
2025-04-18,10,충청북도,태양광,104.394006
2025-04-18,11,충청북도,태양광,141.235166
2025-04-18,12,충청북도,태양광,204.975721
2025-04-18,13,충청북도,태양광,228.177524
2025-04-18,14,충청북도,태양광,234.983246
2025-04-18,15,충청북도,태양광,221.602908
2025-04-18,16,충청북도,태양광,191.113826
2025-04-18,17,충청북도,태양광,133.116899
2025-04-18,18,충청북도,태양광,88.007756
2025-04-18,19,충청북도,태양광,55.800309
2025-04-18,20,충청북도,태양광,45.444184
2025-04-18,21,충청북도,태양광,36.570157
2025-04-18,22,충청북도,태양광,13.928555
2025-04-18,23,충청북도,태양광,5.186096
2025-04-18,24,충청북도,태양광,2.376824
2025-04-19,1,강원도,태양광,1.220972
2025-04-19,2,강원도,태양광,0.0698
2025-04-19,3,강원도,태양광,0
2025-04-19,4,강원도,태양광,0.0004
2025-04-19,5,강원도,태양광,0
2025-04-19,6,강원도,태양광,0.018869
2025-04-19,7,강원도,태양광,4.142242
2025-04-19,8,강원도,태양광,26.797362
2025-04-19,9,강원도,태양광,69.433536
2025-04-19,10,강원도,태양광,139.518414
2025-04-19,11,강원도,태양광,216.058801
2025-04-19,12,강원도,태양광,252.443425
2025-04-19,13,강원도,태양광,246.961088
2025-04-19,14,강원도,태양광,216.096736
2025-04-19,15,강원도,태양광,162.994477
2025-04-19,16,강원도,태양광,119.440947
2025-04-19,17,강원도,태양광,91.100045
2025-04-19,18,강원도,태양광,64.881524
2025-04-19,19,강원도,태양광,38.813448
2025-04-19,20,강원도,태양광,35.017615
2025-04-19,21,강원도,태양광,17.527852
2025-04-19,22,강원도,태양광,7.569127
2025-04-19,23,강원도,태양광,4.600032
2025-04-19,24,강원도,태양광,2.377229
2025-04-19,1,경기도,태양광,0.01668
2025-04-19,2,경기도,태양광,0
2025-04-19,3,경기도,태양광,0
2025-04-19,4,경기도,태양광,0
2025-04-19,5,경기도,태양광,0
2025-04-19,6,경기도,태양광,0.001124
2025-04-19,7,경기도,태양광,1.071337
2025-04-19,8,경기도,태양광,9.946513
2025-04-19,9,경기도,태양광,33.582381
2025-04-19,10,경기도,태양광,75.359035
2025-04-19,11,경기도,태양광,80.734095
2025-04-19,12,경기도,태양광,102.298241
2025-04-19,13,경기도,태양광,109.776193
2025-04-19,14,경기도,태양광,84.297928
2025-04-19,15,경기도,태양광,51.394129
2025-04-19,16,경기도,태양광,27.274052
2025-04-19,17,경기도,태양광,20.110649
2025-04-19,18,경기도,태양광,22.604187
2025-04-19,19,경기도,태양광,13.681199
2025-04-19,20,경기도,태양광,5.991379
2025-04-19,21,경기도,태양광,1.968778
2025-04-19,22,경기도,태양광,0.536829
2025-04-19,23,경기도,태양광,0.0159
2025-04-19,24,경기도,태양광,0
2025-04-19,1,경상남도,태양광,0.179368
2025-04-19,2,경상남도,태양광,0.016
2025-04-19,3,경상남도,태양광,0
2025-04-19,4,경상남도,태양광,0
2025-04-19,5,경상남도,태양광,0
2025-04-19,6,경상남도,태양광,0.017019
2025-04-19,7,경상남도,태양광,15.731321
2025-04-19,8,경상남도,태양광,68.682235
2025-04-19,9,경상남도,태양광,142.381103
2025-04-19,10,경상남도,태양광,210.534281
2025-04-19,11,경상남도,태양광,245.020146
2025-04-19,12,경상남도,태양광,267.729973
2025-04-19,13,경상남도,태양광,275.554379
2025-04-19,14,경상남도,태양광,256.822124
2025-04-19,15,경상남도,태양광,242.086944
2025-04-19,16,경상남도,태양광,183.73239
2025-04-19,17,경상남도,태양광,116.817677
2025-04-19,18,경상남도,태양광,51.012044
2025-04-19,19,경상남도,태양광,24.51591
2025-04-19,20,경상남도,태양광,18.741707
2025-04-19,21,경상남도,태양광,14.047051
2025-04-19,22,경상남도,태양광,7.020992
2025-04-19,23,경상남도,태양광,1.366712
2025-04-19,24,경상남도,태양광,0.14588
2025-04-19,1,경상북도,태양광,0.0952
2025-04-19,2,경상북도,태양광,0.25556
2025-04-19,3,경상북도,태양광,0.2966
2025-04-19,4,경상북도,태양광,0.2966
2025-04-19,5,경상북도,태양광,0.2384
2025-04-19,6,경상북도,태양광,0.134321
2025-04-19,7,경상북도,태양광,24.299543
2025-04-19,8,경상북도,태양광,117.4317
2025-04-19,9,경상북도,태양광,255.34387
2025-04-19,10,경상북도,태양광,382.354941
2025-04-19,11,경상북도,태양광,463.337957
2025-04-19,12,경상북도,태양광,511.054054
2025-04-19,13,경상북도,태양광,539.660435
2025-04-19,14,경상북도,태양광,518.185062
2025-04-19,15,경상북도,태양광,405.905794
2025-04-19,16,경상북도,태양광,272.665345
2025-04-19,17,경상북도,태양광,185.423308
2025-04-19,18,경상북도,태양광,105.578533
2025-04-19,19,경상북도,태양광,75.887727
2025-04-19,20,경상북도,태양광,63.805529
2025-04-19,21,경상북도,태양광,52.950071
2025-04-19,22,경상북도,태양광,31.144518
2025-04-19,23,경상북도,태양광,8.877813
2025-04-19,24,경상북도,태양광,1.048016
2025-04-19,1,광주시,태양광,0
2025-04-19,2,광주시,태양광,0
2025-04-19,3,광주시,태양광,0
2025-04-19,4,광주시,태양광,0
2025-04-19,5,광주시,태양광,0
2025-04-19,6,광주시,태양광,0.003452
2025-04-19,7,광주시,태양광,1.252926
2025-04-19,8,광주시,태양광,9.399457
2025-04-19,9,광주시,태양광,20.850253
2025-04-19,10,광주시,태양광,28.254976
2025-04-19,11,광주시,태양광,32.032371
2025-04-19,12,광주시,태양광,42.817421
2025-04-19,13,광주시,태양광,42.355275
2025-04-19,14,광주시,태양광,41.606328
2025-04-19,15,광주시,태양광,32.039869
2025-04-19,16,광주시,태양광,11.966056
2025-04-19,17,광주시,태양광,4.359619
2025-04-19,18,광주시,태양광,1.929496
2025-04-19,19,광주시,태양광,2.375177
2025-04-19,20,광주시,태양광,2.15826
2025-04-19,21,광주시,태양광,1.2506
2025-04-19,22,광주시,태양광,0.8652
2025-04-19,23,광주시,태양광,0.32244
2025-04-19,24,광주시,태양광,0.00432
2025-04-19,1,대구시,태양광,0
2025-04-19,2,대구시,태양광,0
2025-04-19,3,대구시,태양광,0
2025-04-19,4,대구시,태양광,0
2025-04-19,5,대구시,태양광,0
2025-04-19,6,대구시,태양광,0.005736
2025-04-19,7,대구시,태양광,2.99696
2025-04-19,8,대구시,태양광,16.848932
2025-04-19,9,대구시,태양광,31.311056
2025-04-19,10,대구시,태양광,49.187161
2025-04-19,11,대구시,태양광,58.983115
2025-04-19,12,대구시,태양광,67.069217
2025-04-19,13,대구시,태양광,73.926993
2025-04-19,14,대구시,태양광,78.972786
2025-04-19,15,대구시,태양광,70.086476
2025-04-19,16,대구시,태양광,50.504518
2025-04-19,17,대구시,태양광,33.405655
2025-04-19,18,대구시,태양광,16.769993
2025-04-19,19,대구시,태양광,8.363937
2025-04-19,20,대구시,태양광,6.625304
2025-04-19,21,대구시,태양광,4.026512
2025-04-19,22,대구시,태양광,0.963384
2025-04-19,23,대구시,태양광,0.1098
2025-04-19,24,대구시,태양광,0
2025-04-19,1,대전시,태양광,0
2025-04-19,2,대전시,태양광,0
2025-04-19,3,대전시,태양광,0
2025-04-19,4,대전시,태양광,0
2025-04-19,5,대전시,태양광,0
2025-04-19,6,대전시,태양광,0
2025-04-19,7,대전시,태양광,0.262804
2025-04-19,8,대전시,태양광,1.75351
2025-04-19,9,대전시,태양광,5.143198
2025-04-19,10,대전시,태양광,8.025359
2025-04-19,11,대전시,태양광,10.372488
2025-04-19,12,대전시,태양광,11.095284
2025-04-19,13,대전시,태양광,9.91436
2025-04-19,14,대전시,태양광,5.41109
2025-04-19,15,대전시,태양광,2.744623
2025-04-19,16,대전시,태양광,2.195231
2025-04-19,17,대전시,태양광,0.610395
2025-04-19,18,대전시,태양광,0.253765
2025-04-19,19,대전시,태양광,0.025464
2025-04-19,20,대전시,태양광,0
2025-04-19,21,대전시,태양광,0
2025-04-19,22,대전시,태양광,0
2025-04-19,23,대전시,태양광,0
2025-04-19,24,대전시,태양광,0
2025-04-19,1,부산시,태양광,0
2025-04-19,2,부산시,태양광,0
2025-04-19,3,부산시,태양광,0
2025-04-19,4,부산시,태양광,0
2025-04-19,5,부산시,태양광,0
2025-04-19,6,부산시,태양광,0.006351
2025-04-19,7,부산시,태양광,4.956238
2025-04-19,8,부산시,태양광,22.186626
2025-04-19,9,부산시,태양광,41.355207
2025-04-19,10,부산시,태양광,62.99817
2025-04-19,11,부산시,태양광,76.692463
2025-04-19,12,부산시,태양광,71.154521
2025-04-19,13,부산시,태양광,66.682906
2025-04-19,14,부산시,태양광,64.903731
2025-04-19,15,부산시,태양광,56.541907
2025-04-19,16,부산시,태양광,43.372847
2025-04-19,17,부산시,태양광,30.114595
2025-04-19,18,부산시,태양광,16.200622
2025-04-19,19,부산시,태양광,5.834373
2025-04-19,20,부산시,태양광,3.525947
2025-04-19,21,부산시,태양광,1.878488
2025-04-19,22,부산시,태양광,0.19288
2025-04-19,23,부산시,태양광,0.00964
2025-04-19,24,부산시,태양광,0
2025-04-19,1,서울시,태양광,0
2025-04-19,2,서울시,태양광,0
2025-04-19,3,서울시,태양광,0
2025-04-19,4,서울시,태양광,0
2025-04-19,5,서울시,태양광,0
2025-04-19,6,서울시,태양광,6.00E-06
2025-04-19,7,서울시,태양광,0.02012
2025-04-19,8,서울시,태양광,0.135389
2025-04-19,9,서울시,태양광,0.542842
2025-04-19,10,서울시,태양광,1.408234
2025-04-19,11,서울시,태양광,3.072464
2025-04-19,12,서울시,태양광,5.508604
2025-04-19,13,서울시,태양광,4.242837
2025-04-19,14,서울시,태양광,2.554064
2025-04-19,15,서울시,태양광,0.865693
2025-04-19,16,서울시,태양광,0.920498
2025-04-19,17,서울시,태양광,1.27273
2025-04-19,18,서울시,태양광,0.269478
2025-04-19,19,서울시,태양광,0.069506
2025-04-19,20,서울시,태양광,0.095323
2025-04-19,21,서울시,태양광,0
2025-04-19,22,서울시,태양광,0
2025-04-19,23,서울시,태양광,0
2025-04-19,24,서울시,태양광,0
2025-04-19,1,세종시,태양광,0
2025-04-19,2,세종시,태양광,0
2025-04-19,3,세종시,태양광,0
2025-04-19,4,세종시,태양광,0
2025-04-19,5,세종시,태양광,0
2025-04-19,6,세종시,태양광,0
2025-04-19,7,세종시,태양광,0.45651
2025-04-19,8,세종시,태양광,3.40593
2025-04-19,9,세종시,태양광,9.254412
2025-04-19,10,세종시,태양광,14.269584
2025-04-19,11,세종시,태양광,17.313914
2025-04-19,12,세종시,태양광,17.548939
2025-04-19,13,세종시,태양광,17.030507
2025-04-19,14,세종시,태양광,8.27267
2025-04-19,15,세종시,태양광,7.411754
2025-04-19,16,세종시,태양광,5.200556
2025-04-19,17,세종시,태양광,3.002599
2025-04-19,18,세종시,태양광,2.624045
2025-04-19,19,세종시,태양광,1.86553
2025-04-19,20,세종시,태양광,1.574755
2025-04-19,21,세종시,태양광,0.580614
2025-04-19,22,세종시,태양광,0
2025-04-19,23,세종시,태양광,0
2025-04-19,24,세종시,태양광,0
2025-04-19,1,울산시,태양광,0
2025-04-19,2,울산시,태양광,0
2025-04-19,3,울산시,태양광,0
2025-04-19,4,울산시,태양광,0
2025-04-19,5,울산시,태양광,0
2025-04-19,6,울산시,태양광,0.008318
2025-04-19,7,울산시,태양광,2.321888
2025-04-19,8,울산시,태양광,11.814977
2025-04-19,9,울산시,태양광,23.943097
2025-04-19,10,울산시,태양광,34.968641
2025-04-19,11,울산시,태양광,40.232698
2025-04-19,12,울산시,태양광,43.678507
2025-04-19,13,울산시,태양광,45.710409
2025-04-19,14,울산시,태양광,39.731048
2025-04-19,15,울산시,태양광,35.647388
2025-04-19,16,울산시,태양광,29.237883
2025-04-19,17,울산시,태양광,19.993654
2025-04-19,18,울산시,태양광,8.899485
2025-04-19,19,울산시,태양광,1.382934
2025-04-19,20,울산시,태양광,0.414034
2025-04-19,21,울산시,태양광,0.42728
2025-04-19,22,울산시,태양광,0.40208
2025-04-19,23,울산시,태양광,0.16116
2025-04-19,24,울산시,태양광,0
2025-04-19,1,인천시,태양광,0
2025-04-19,2,인천시,태양광,0
2025-04-19,3,인천시,태양광,0
2025-04-19,4,인천시,태양광,0
2025-04-19,5,인천시,태양광,0
2025-04-19,6,인천시,태양광,2.80E-05
2025-04-19,7,인천시,태양광,0.038697
2025-04-19,8,인천시,태양광,0.42013
2025-04-19,9,인천시,태양광,1.647056
2025-04-19,10,인천시,태양광,3.469235
2025-04-19,11,인천시,태양광,6.51282
2025-04-19,12,인천시,태양광,6.959548
2025-04-19,13,인천시,태양광,5.120701
2025-04-19,14,인천시,태양광,2.191489
2025-04-19,15,인천시,태양광,2.431391
2025-04-19,16,인천시,태양광,2.334259
2025-04-19,17,인천시,태양광,2.977069
2025-04-19,18,인천시,태양광,1.12783
2025-04-19,19,인천시,태양광,0.466482
2025-04-19,20,인천시,태양광,0.014174
2025-04-19,21,인천시,태양광,0
2025-04-19,22,인천시,태양광,0
2025-04-19,23,인천시,태양광,0
2025-04-19,24,인천시,태양광,0
2025-04-19,1,전라남도,태양광,0.577963
2025-04-19,2,전라남도,태양광,0.031776
2025-04-19,3,전라남도,태양광,0
2025-04-19,4,전라남도,태양광,0.01008
2025-04-19,5,전라남도,태양광,0.00012
2025-04-19,6,전라남도,태양광,0.031822
2025-04-19,7,전라남도,태양광,46.357096
2025-04-19,8,전라남도,태양광,279.098241
2025-04-19,9,전라남도,태양광,555.730372
2025-04-19,10,전라남도,태양광,792.03204
2025-04-19,11,전라남도,태양광,1055.702552
2025-04-19,12,전라남도,태양광,1168.951171
2025-04-19,13,전라남도,태양광,1173.450297
2025-04-19,14,전라남도,태양광,1225.953196
2025-04-19,15,전라남도,태양광,889.134918
2025-04-19,16,전라남도,태양광,544.012232
2025-04-19,17,전라남도,태양광,339.502085
2025-04-19,18,전라남도,태양광,513.789026
2025-04-19,19,전라남도,태양광,499.001142
2025-04-19,20,전라남도,태양광,455.291603
2025-04-19,21,전라남도,태양광,267.950156
2025-04-19,22,전라남도,태양광,50.836728
2025-04-19,23,전라남도,태양광,7.404574
2025-04-19,24,전라남도,태양광,1.446365
2025-04-19,1,전라북도,태양광,0.251176
2025-04-19,2,전라북도,태양광,0.447136
2025-04-19,3,전라북도,태양광,0.492816
2025-04-19,4,전라북도,태양광,0.4756
2025-04-19,5,전라북도,태양광,0.0672
2025-04-19,6,전라북도,태양광,0.015569
2025-04-19,7,전라북도,태양광,22.978326
2025-04-19,8,전라북도,태양광,133.810755
2025-04-19,9,전라북도,태양광,284.099601
2025-04-19,10,전라북도,태양광,435.983982
2025-04-19,11,전라북도,태양광,503.563388
2025-04-19,12,전라북도,태양광,510.711024
2025-04-19,13,전라북도,태양광,435.599042
2025-04-19,14,전라북도,태양광,400.126995
2025-04-19,15,전라북도,태양광,209.625386
2025-04-19,16,전라북도,태양광,141.390708
2025-04-19,17,전라북도,태양광,83.775543
2025-04-19,18,전라북도,태양광,68.903025
2025-04-19,19,전라북도,태양광,58.49629
2025-04-19,20,전라북도,태양광,61.805876
2025-04-19,21,전라북도,태양광,39.572837
2025-04-19,22,전라북도,태양광,21.099795
2025-04-19,23,전라북도,태양광,7.923266
2025-04-19,24,전라북도,태양광,1.09866
2025-04-19,1,제주도,태양광,0.00032
2025-04-19,2,제주도,태양광,0.000312
2025-04-19,3,제주도,태양광,0.000328
2025-04-19,4,제주도,태양광,0.000352
2025-04-19,5,제주도,태양광,0.000368
2025-04-19,6,제주도,태양광,0.007306
2025-04-19,7,제주도,태양광,7.01456
2025-04-19,8,제주도,태양광,45.545321
2025-04-19,9,제주도,태양광,82.965909
2025-04-19,10,제주도,태양광,114.506036
2025-04-19,11,제주도,태양광,132.353578
2025-04-19,12,제주도,태양광,159.615722
2025-04-19,13,제주도,태양광,182.377336
2025-04-19,14,제주도,태양광,170.264533
2025-04-19,15,제주도,태양광,118.611921
2025-04-19,16,제주도,태양광,66.938451
2025-04-19,17,제주도,태양광,17.742654
2025-04-19,18,제주도,태양광,10.3648
2025-04-19,19,제주도,태양광,9.02266
2025-04-19,20,제주도,태양광,2.314316
2025-04-19,21,제주도,태양광,1.2012
2025-04-19,22,제주도,태양광,0.634296
2025-04-19,23,제주도,태양광,0.01304
2025-04-19,24,제주도,태양광,0.000456
2025-04-19,1,충청남도,태양광,0.7046
2025-04-19,2,충청남도,태양광,0.32616
2025-04-19,3,충청남도,태양광,0.01288
2025-04-19,4,충청남도,태양광,0
2025-04-19,5,충청남도,태양광,0
2025-04-19,6,충청남도,태양광,0.002726
2025-04-19,7,충청남도,태양광,9.532267
2025-04-19,8,충청남도,태양광,73.297959
2025-04-19,9,충청남도,태양광,228.152516
2025-04-19,10,충청남도,태양광,372.588955
2025-04-19,11,충청남도,태양광,387.463362
2025-04-19,12,충청남도,태양광,432.790491
2025-04-19,13,충청남도,태양광,407.371299
2025-04-19,14,충청남도,태양광,358.614726
2025-04-19,15,충청남도,태양광,201.039355
2025-04-19,16,충청남도,태양광,103.893647
2025-04-19,17,충청남도,태양광,78.435263
2025-04-19,18,충청남도,태양광,148.035753
2025-04-19,19,충청남도,태양광,91.305482
2025-04-19,20,충청남도,태양광,42.455998
2025-04-19,21,충청남도,태양광,17.389238
2025-04-19,22,충청남도,태양광,5.62194
2025-04-19,23,충청남도,태양광,1.9659
2025-04-19,24,충청남도,태양광,0.73156
2025-04-19,1,충청북도,태양광,0.52792
2025-04-19,2,충청북도,태양광,0.2544
2025-04-19,3,충청북도,태양광,0.2844
2025-04-19,4,충청북도,태양광,0.2842
2025-04-19,5,충청북도,태양광,0.186
2025-04-19,6,충청북도,태양광,0.002332
2025-04-19,7,충청북도,태양광,5.027936
2025-04-19,8,충청북도,태양광,29.324109
2025-04-19,9,충청북도,태양광,83.885763
2025-04-19,10,충청북도,태양광,158.98479
2025-04-19,11,충청북도,태양광,184.693326
2025-04-19,12,충청북도,태양광,181.800073
2025-04-19,13,충청북도,태양광,186.647742
2025-04-19,14,충청북도,태양광,134.524403
2025-04-19,15,충청북도,태양광,79.520632
2025-04-19,16,충청북도,태양광,58.758162
2025-04-19,17,충청북도,태양광,40.783788
2025-04-19,18,충청북도,태양광,48.565424
2025-04-19,19,충청북도,태양광,45.256686
2025-04-19,20,충청북도,태양광,39.642284
2025-04-19,21,충청북도,태양광,18.370864
2025-04-19,22,충청북도,태양광,6.356887
2025-04-19,23,충청북도,태양광,3.00456
2025-04-19,24,충청북도,태양광,1.308736
2025-04-20,1,강원도,태양광,0.377965
2025-04-20,2,강원도,태양광,0.006
2025-04-20,3,강원도,태양광,0.012
2025-04-20,4,강원도,태양광,0
2025-04-20,5,강원도,태양광,0
2025-04-20,6,강원도,태양광,0.026998
2025-04-20,7,강원도,태양광,12.610166
2025-04-20,8,강원도,태양광,64.76714
2025-04-20,9,강원도,태양광,149.812415
2025-04-20,10,강원도,태양광,250.8942
2025-04-20,11,강원도,태양광,317.308209
2025-04-20,12,강원도,태양광,391.291594
2025-04-20,13,강원도,태양광,433.337096
2025-04-20,14,강원도,태양광,438.747614
2025-04-20,15,강원도,태양광,419.080225
2025-04-20,16,강원도,태양광,350.18834
2025-04-20,17,강원도,태양광,272.929251
2025-04-20,18,강원도,태양광,161.335827
2025-04-20,19,강원도,태양광,73.324932
2025-04-20,20,강원도,태양광,71.134639
2025-04-20,21,강원도,태양광,65.385929
2025-04-20,22,강원도,태양광,34.086259
2025-04-20,23,강원도,태양광,20.163725
2025-04-20,24,강원도,태양광,8.438931
2025-04-20,1,경기도,태양광,0
2025-04-20,2,경기도,태양광,0
2025-04-20,3,경기도,태양광,0
2025-04-20,4,경기도,태양광,0
2025-04-20,5,경기도,태양광,0
2025-04-20,6,경기도,태양광,0.00675
2025-04-20,7,경기도,태양광,7.768834
2025-04-20,8,경기도,태양광,43.624454
2025-04-20,9,경기도,태양광,94.848287
2025-04-20,10,경기도,태양광,169.076213
2025-04-20,11,경기도,태양광,244.179204
2025-04-20,12,경기도,태양광,309.815653
2025-04-20,13,경기도,태양광,333.082814
2025-04-20,14,경기도,태양광,331.597741
2025-04-20,15,경기도,태양광,311.715959
2025-04-20,16,경기도,태양광,253.69347
2025-04-20,17,경기도,태양광,186.667373
2025-04-20,18,경기도,태양광,102.337696
2025-04-20,19,경기도,태양광,40.537726
2025-04-20,20,경기도,태양광,22.485873
2025-04-20,21,경기도,태양광,19.370002
2025-04-20,22,경기도,태양광,10.964429
2025-04-20,23,경기도,태양광,3.468424
2025-04-20,24,경기도,태양광,0.996943
2025-04-20,1,경상남도,태양광,0.01224
2025-04-20,2,경상남도,태양광,7.20E-05
2025-04-20,3,경상남도,태양광,0
2025-04-20,4,경상남도,태양광,7.20E-05
2025-04-20,5,경상남도,태양광,0
2025-04-20,6,경상남도,태양광,0.000946
2025-04-20,7,경상남도,태양광,1.850575
2025-04-20,8,경상남도,태양광,21.418534
2025-04-20,9,경상남도,태양광,46.814253
2025-04-20,10,경상남도,태양광,63.123595
2025-04-20,11,경상남도,태양광,84.944143
2025-04-20,12,경상남도,태양광,96.304213
2025-04-20,13,경상남도,태양광,96.959836
2025-04-20,14,경상남도,태양광,84.127577
2025-04-20,15,경상남도,태양광,71.65688
2025-04-20,16,경상남도,태양광,58.464164
2025-04-20,17,경상남도,태양광,42.0677
2025-04-20,18,경상남도,태양광,27.33281
2025-04-20,19,경상남도,태양광,10.699255
2025-04-20,20,경상남도,태양광,4.44226
2025-04-20,21,경상남도,태양광,2.027312
2025-04-20,22,경상남도,태양광,1.54972
2025-04-20,23,경상남도,태양광,0.976992
2025-04-20,24,경상남도,태양광,0.10704
2025-04-20,1,경상북도,태양광,0.0916
2025-04-20,2,경상북도,태양광,0.2498
2025-04-20,3,경상북도,태양광,0.2966
2025-04-20,4,경상북도,태양광,0.2038
2025-04-20,5,경상북도,태양광,0.03356
2025-04-20,6,경상북도,태양광,0.007283
2025-04-20,7,경상북도,태양광,5.784878
2025-04-20,8,경상북도,태양광,31.338217
2025-04-20,9,경상북도,태양광,68.244552
2025-04-20,10,경상북도,태양광,92.628922
2025-04-20,11,경상북도,태양광,100.410566
2025-04-20,12,경상북도,태양광,113.958706
